title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
No lo compréis,"1,0 de 5 estrellas",Ha dejado de funcionar tras dos meses de uso y en la página no responden tras varios intentos de contactar con ellos,Dereck.,Revisado en España el 27 de marzo de 2024,NEU,NEG,NEG
Deja de funcionar al poco tiempo de comprarla,"1,0 de 5 estrellas","Se vierte todo el café por dentro y hay que lavarla entera después de cada jarra de café que se hace, y a los poco meses deja de funcionar.",MARI CARMEN,Revisado en España el 24 de febrero de 2024,NEU,NEG,NEG
Qué envíen una cafetera que al menos se encienda...,"1,0 de 5 estrellas","No hay mucho que decir al respecto.

La enchufo, pulso el botón y no pasa nada. Ni se enciende, ni hay indicio de que pase nada más...
No entiendo como no pasa un proceso de calidad tan básico como es el de enchufar el aparato antes de distribuirlo...

En cuanto a acabados y materiales, he de decir que tengo dos cafeteras del mismo diseño, pero con pantalla digital, y no solo los materiales son mucho mejores (el de esta Cecotec es de plástico muy endeble y duro. Muy mala factura) si no que los ajustes tampoco tienen nada que ver, estando los de esta mucho peor ejecutados. El filtro es de peor material, el cazo no se puede sacar, el deposito de agua tiene un aliviadero justo en el marcador de las 12 tazas con lo que nunca podras hacer cafeteras más grandes, etc. Lo que en la web parecia otra cafetera mas como las que tengo, (Yabano y otra igual con otro nombre que ya no venden) y llevan años funcionando sin problema, en esta ni funciona el contacto. No la volvería a comprar ni aunque funcionara.",Teseo,Revisado en España el 4 de febrero de 2022,NEU,NEG,NEG
Muy malo el servicio post venta CECOTEC,"1,0 de 5 estrellas","Compramos la cafetera a finales de septiembre y un mes después se estropeó . Cada vez que la poníamos a funcionar, saltaban los plomos de toda la casa. Me puse en contacto con CECOTEC, abrí una incidencia , me dijeron que me enviarían otra cafetera. Un mes después no tengo noticias de CECOTEC.",Lorena Ayuso Ruano,Revisado en España el 26 de noviembre de 2023,NEU,NEG,NEG
La garantía de Cecotec no vale para nada,"1,0 de 5 estrellas","A los 3 meses empezó a levantarse la capa protectora del calentador de la cafetera. En un año está como en la foto. Consigues contactar con Cecotec (no es fácil!) y te dicen que eso no entra en la garantía, que es un asunto cosmético y que eso no lo cubren. Nunca más volveré a comprar nada de esta marca. #CecotecBasura",Cliente Amazon,Revisado en España el 6 de octubre de 2023,NEU,NEG,NEG
No funciona la valvula de agua,"1,0 de 5 estrellas","La cafetera de goteo cumbia
Compre
No sube agua
La valvula del agua no funciona y no pude hacer uso de la cafetera desde que la compre .
La tengo muerta de risa
Lastina de tirar el dinero cin esta cafetera
Nadie quiere saber nada cuando no funciona",Cliente Amazon,Revisado en España el 3 de diciembre de 2023,NEU,NEG,NEG
Es de 10 tazas no de 12,"1,0 de 5 estrellas","La descripción es incorrecta sólo tiene 10 tazas y el sabor es aceptable....ahora veremos cuánto dura...ya se ha estropeado, no lo compréis!!! Es un timo, no funciona correctamente, el café sale con posos y no acaba de sacar toda la carga de agua😡",Nya,Revisado en España el 17 de diciembre de 2023,NEU,NEG,NEG
No cumple el plazo de entrega,"1,0 de 5 estrellas","El producto está bien y funciona correctamente, pero la entrega fue a través de Correos y según anunció de Amazon entregaban en el mismo día 1 para clientes Prime de septiembre ya que lo pedí a primera hora de la mañana y terminaron entregando el día 4 de septiembre y eso que soy cliente Prime.
Muy descontento con el sistema de envío.",fran,Revisado en España el 26 de septiembre de 2023,NEU,NEG,NEU
SE SALE EL AGUA,"1,0 de 5 estrellas","Se sale el agua, cuando echas agua para hacer el cafe",MARIA DOLORES LARA ROSALES,Revisado en España el 4 de abril de 2024,NEU,NEU,NEG
Buen precio como cafetera para salir del paso,"1,0 de 5 estrellas","Para 3 tazas y te lo tienes que tomar en el momento, el cafe sale no muy caliente y la función de mantener temperatura es como tener una plancha enchufada",juan carlos benitez moreno,Revisado en España el 29 de enero de 2024,NEU,NEU,NEU
Despues de casi dos meses,"1,0 de 5 estrellas","segunda cafetera que tengo de este modelo, la primera salió defectuosa y la devolví y compre otra de nuevo y ahora esta última la base donde apoya la jarra de cristal se rajó. los de amazon solo la devuelven pero no reemplazan el producto defectuoso, y ahora esta cafetera está casi el doble de precio, por lo que si la compro de nuevo la perjudicada vuelvo a ser yo, ya que pago mas por un producto que su rotura fue ajena a el uso de tres semanas. descontenta con la gestión de amazon ya que no reemplazan el producto.",Cliente Amazon,Revisado en España el 7 de abril de 2023,NEG,NEG,NEG
"Pantalla muy pequeña, un plástico, no es fácil de configurar","1,0 de 5 estrellas","Pantalla muy pequeña , difícil de configurar",eric,Revisado en España el 15 de abril de 2024,NEU,NEG,NEG
Muy mala,"1,0 de 5 estrellas","Una basura

Se sale el agua por todos lados y el café",Tere,Revisado en España el 21 de marzo de 2024,NEU,NEG,NEG
Decepción,"1,0 de 5 estrellas",Esperaba más de la marca y venía rota.,Maru garcia,Revisado en España el 5 de abril de 2024,NEU,NEG,NEG
Cafetera fiasco,"1,0 de 5 estrellas","Me compré esta cafetera por su diseño y marca
Ha sido todo un fiasco
Se me estropeo al mes.de usarla
Y hasta hoy
Sale el café a las dos horas, tiene siempre un ruido y el café sale malísimo
He querido contactar con la empresa cecotec para que me la arreglen y sigo esperando.
Seguro que he tenido mala suerte
Por qué la cafetera se ve genial
Pero no volvería a comprármela.",Nia,Revisado en España el 4 de julio de 2023,NEU,NEG,NEG
Pésima,"1,0 de 5 estrellas",Me empeño en comprar productos de ésta marca por ser españoles pero la calidad es pésima y no se hacen cargo de la garantía legal.,Raquel,Revisado en España el 30 de enero de 2024,POS,NEG,NEG
No vale nada,"1,0 de 5 estrellas","Después de dos meses funcionando, empezó a sacar el agua por debajo de la cafetera.. Amazon te manda al servicio técnico de ceocotec.. El servicio tehnico ni caso te hacen... He abierto una incidencia desde el mes de mayo y nada... DINERO TIRADO ANQUE ESTA EN GARANTÍA.. NO COMPREIS",KRIS,Revisado en España el 12 de octubre de 2023,NEU,NEG,NEG
Dejo de funcionar al mes,"1,0 de 5 estrellas","Dejo de funcionar al mes de recibirlo, y no he podido devolverlo xq el periodo de devolución termino hace 3 días, me ha sorprendido para mal, aunque sea un artículo de segunda mano, vendido por Amazon, se entiende que si lo vende es xq está en buen estado, y no defectuoso, deberían comprobar estas cosas antes de venderlas. Mala experiencia que me obliga a comprar otra cafetera, y no la compraré por Amazon",alba,Revisado en España el 22 de junio de 2023,NEU,NEG,NEG
Muy mal,"1,0 de 5 estrellas",Obsolescencia programada total. A los dos años y diez meses ha hecho caput. Ya no tiene presión para subir el agua y no sale café ni agua. Está totalmente revisada y limpia.. He llamado a cecotec y la única solución que pague reparación y envío…muy descontenta.,Anabel,Revisado en España el 17 de octubre de 2023,NEU,NEG,NEG
Muy endeble,"1,0 de 5 estrellas","Tarda cinco minutos en hacer el café. Quema la carcasa cuando funciona. No se puede tocar por ningún lado mientras está encendido. Sigue saliendo vapor después de apagarla.
Nada recomendable.",Ana María,Revisado en España el 5 de enero de 2024,NEU,NEG,NEG
"Mala, mala, mala","1,0 de 5 estrellas","No ha durado ni un año. A los 10 meses empieza a perder agua el depósito. Contacto con el servicio técnico de Cecotec y todo perfecto, me mandan una nueva. Y sin dar más explicaciones recibo un email para informarme que no tienen stock y que solicite un reembolso a Amazon. Stock hay por que se sigue vendiendo en Amazon. En fin, primera y última vez que compro cosas de esta marca. Mal producto y mal servicio.",Fernando,Revisado en España el 20 de mayo de 2023,NEU,NEG,NEG
Cafetera con funcionamiento defectuoso tras un año,"1,0 de 5 estrellas","Tras un año de uso la cafetera dejó de funcionar bien.
Nunca llega a consumir todo el agua por lo que no acaba de hacerse el café. En la función de café “fuerte” con el depósito lleno de agua no llega a hacer café ni para una taza.
El vendedor me ha remitido a Cecotec y Cecotec me ha cerrado la incidencia sin pedirme nada ni darme explicaciones.
Cecotec nunca más!",Jorge,Revisado en España el 17 de junio de 2023,NEU,NEG,NEG
No calienta bien el café,"1,0 de 5 estrellas","Es muy bonita, pero tristemente no calienta el café como debería, no la devolví a tiempo pero me arrepiento de no haberlo echo porque nunca a calentado bien, el café queda tibio.",Manuel alexander,Revisado en España el 27 de diciembre de 2023,NEU,NEG,NEG
"Cecotec, nunca más","1,0 de 5 estrellas","Al inicio, parecía buena cafetera, café aceptable y la opción de programar que era un plus...
Pero a los dos años y un mes (será casualidad verdad?) empiezan las cosas raras, se pone en modo automático sola ,que te fastidia porque igual la tienes sin agua y piensas que se pueda estropear y vives pendiente de sus ""locuras"" para quitar el programa...descubrí que sin ponerla en hora ya no lo hacía, así que su plus se acabó. Pero al poco tiempo ya llegó el día que ni fu ni fa, pulsas los botones y como el que oye llover... Dos años y dos meses.
No es el primer producto Cecotec que tiene vida propia, devolví un robot aspirador porque le daba por pitar de madrugada sin razón ninguna.
Cecotec nunca más",Estefania,Revisado en España el 3 de junio de 2022,NEU,NEG,NEG
Mala compra,"1,0 de 5 estrellas","No calienta el café, se lo toma uno tibio.",No caliente mucho el café y tampoco dura mucho tiempo encendido.,Revisado en España el 7 de marzo de 2024,NEU,NEG,NEG
No funciona,"1,0 de 5 estrellas","Tras probarla, la luz roja parpadeante que se tiene que quedar fija cuando acaba de hacer cafe, no se queda fija, con lo cual no sabes cuando acaba. Ademas, faltan las instrucciones y solo vino un filtro en vez de dos. Devuelta",Enrique,Revisado en España el 13 de octubre de 2023,NEU,NEG,NEG
Duración de la cafetera un año y medio,"1,0 de 5 estrellas",Al llenar el depósito se sale el agua por debajo,rocio,Revisado en España el 1 de marzo de 2024,NEU,NEG,NEG
Café imbebible,"1,0 de 5 estrellas",Es agua colorada con las dosis recomendadas,roberto,Revisado en España el 10 de marzo de 2024,NEU,NEU,POS
"Sencilla pero completa... durante dos años y medio, luego un pisapapeles","1,0 de 5 estrellas","Buenos días,

-Editado tras dos años y medio de uso-

Tras ése tiempo usándola una vez al día, ha dejado de calentar el agua y no funciona, buscando por internet veo que puede tratarse del termobloque, que al parecer es una pieza que se estropea de forma frecuente en este modelo concreto (se la recomendé a unos amigos y a ellos les duró dos años y un mes, se ve que lo de la tecnología obsoleta lo tienen pero que muy ajustado a la finalización de garantía...), la solución, mandarla al servicio técnico, así que toca buscar otra, pero ya os digo yo que no va a ser de esta marca

Un saludo,
__________________________________________________________________

Buscaba una cafetera para dejar lista gran cantidad de café de golpe para poder llenar el termo y llevarlo al trabajo, cuando llegó me sorprendió que fuese tan fácil de configurar, la opción de programar la hora a la que prepara el café está genial y el poder seleccionar que lo haga más fuerte es un extra. Sinceramente, relación calidad-precio insuperable.

Un saludo,",Andony,Revisado en España el 13 de enero de 2021,NEU,NEG,NEG
Apenas ha durado un año y el fabricante no responde Servicio pésimo!!,"1,0 de 5 estrellas","Después de un año utilizando la cafetera, esta tarda más de 10minutos en terminar de hacer el café.
He intentado en varias ocasiones contactar con el fabricante a través del Link de Amazon y no hay respuesta. Producto muy malo y Soporte del fabricante pésimo.
Actuando así, pueden dar todos los años que quieran de garantía, si no responden lo mismo les da.",Cliente Amazon,Revisado en España el 21 de junio de 2023,NEU,NEG,NEG
Se ha estropeado en un mes y ya no estaba en plazo para devolver,"1,0 de 5 estrellas","la compré exactamente el 8 de julio, así que me ha durado un mes. No sabemos la causa pero de un día para otro ha dejado de hacer café. desde luego no la recomiendo para nada.
No compré una cafetera mas barata confiando en la calidad y he tirado el dinero.",Nuria López Capa,Revisado en España el 6 de agosto de 2023,NEU,NEG,NEG
Rota a la primera utilización,"1,0 de 5 estrellas","Tuve que delvolverla porque el vidrio ya estaba roto, muy frágil!",Antoine,Revisado en España el 21 de febrero de 2024,NEU,NEG,NEG
Pierde agua por la base,"1,0 de 5 estrellas",Hace año y medio que la tengo y pierde agua por la base. Intento varias veces rellenar el formulario de soporte técnico con todos los datos que piden y no hay manera. Desde luego no pienso volver a comprar nada de esta marca.,Javier Alvarez,Revisado en España el 31 de agosto de 2023,NEG,NEG,NEG
Mal,"1,0 de 5 estrellas","Coge tanta temperatura que quema el café.. Ya da cierto aroma a quemado cuando está haciéndose y también al beber un regustillo similar, no entiendo por qué le ponen tanta potencia a éstos aparatos... El café es muy delicado y un auténtico arte hacerlo bien, necesita tiempo y cariño para lograrlo ¿que sentido tiene hacer una cafetera con mucha potencia? Sólo conseguirás que salga el café rápido y sabor a quemado, fin",pablo ulloa rodriguez,Revisado en España el 29 de marzo de 2023,NEU,NEU,NEG
No es la de la imagen,"1,0 de 5 estrellas","Vaya mamarracho, la he comprado para un regalo y cuando la he abierto vaya chasco, no es igual que la de la imagen, no pone cecotec sino cumbia. Parece una cafetera de Ali express. No sé como hará el café pero de primeras no me ha gustado. La caja me ha venido con un segundo precinto, de alguien que la devolvería... Un poco cutre. No estoy acostumbrada a estas cosas por parte de Amazon.",María Isabel,Revisado en España el 12 de marzo de 2023,NEU,NEG,NEG
UN DESASTRE,"1,0 de 5 estrellas","Comprada en Julio de este año, primero se rompió el tapon de seguridad que hace que puedas quitar la jarra mientras estas haciendo café y que no caiga agua. Esto sucedio porque cada vez que ponias la jarra tocaba este tapon hasta que al final se rompió. El ultimo dia que hice café tardó mas tiempo del habitual en hacerlo aunque no le di importancia. Hoy he vuelto a hacer cafe y solo se oye hervir el agua pero no llega donde se encuentra el café y por lo tanto no cae nada en la jarra, lo dicho. UN DESASTRE",Fco Ruiz Obiol,Revisado en España el 27 de septiembre de 2022,NEU,NEG,NEG
No sale agua,"1,0 de 5 estrellas",Un timo a los 6 meses ya no sale agua y eso que nunca le pusimos del grifo siempre mineral no hay excusas por la cal .,Pocho,Revisado en España el 2 de noviembre de 2023,NEU,NEG,NEG
Artículo defectuoso y muchas dificultades para su devolución,"1,0 de 5 estrellas","Tras largas esperas en que contestasen a mi llamada telefónica por parte de Cecotec, la unica contestación fue que tenía que devolver el producto por deficiencias. Tuve que recurrir a Amazon para que me facilitasen la forma de develverlo. Ya está en Correos, mi intención era cambiarlo, pero según creo entender me devolveran el importe. Esperare acontecimientos. Una verdadera pena que núnca crei que me sucediese tratandose de Amazon. Así que como décimos los gallegos ""ESTOU MOI PERO QUE MOI ENCABUXADO"".",Xosé Manoel Gómez Vázquez,Revisado en España el 4 de enero de 2023,NEU,NEG,NEG
malisima cafetera,"1,0 de 5 estrellas","la cafetera es malisima,me llego con la patilla que sujeta la base de calentar rota, y a la semana deja de echar el agua con lo cual no me hace el café.
me tendré que comprar otra cafetera.",cesar rebollo moreno,Revisado en España el 23 de agosto de 2023,NEG,NEG,NEG
Buen café mal funcionamiento,"1,0 de 5 estrellas","La compre el 31 de julio y todo fantástico, a día de hoy a dejado de funcionar, y como siempre la atención al cliente de Cecotec deja bastante que desear",Cliente Amazon,Revisado en España el 12 de octubre de 2023,NEU,NEG,POS
Muy poco duradera,"1,0 de 5 estrellas",He tenido dos cafeteras iguales. Una en casa y otra en el pueblo. Las dos han dejado de funcionar en menos de 3 años con muy poco uso.,patrick demonty,Revisado en España el 20 de octubre de 2023,NEU,NEG,NEG
No recomiendo,"1,0 de 5 estrellas","No recomiendo su compra en absoluto. Cafetera que me ha desengañado mucho al sacarla de su caja. Es todo plástico de muy baja calidad, excepto el frontal de los mandos que es de inoxidable.
Es la primera vez que me pasa con un producto de cecotec y no creo que me vuelva a suceder.
Tal y como la saqué de su caja, la he vuelto a embalar para su devolución.",Aarón Nadal,Revisado en España el 26 de febrero de 2023,NEU,NEG,NEG
Año y medio y no funciona,"1,0 de 5 estrellas","La compré en febrero de 2022 y hasta el momento sin problema. De repente ha dejado de funcionar, no pasa el agua",Rocio,Revisado en España el 23 de noviembre de 2023,NEU,NEG,NEG
Cecotec siempre …,"1,0 de 5 estrellas","Pero en este caso el producto no es de calidad
En mi caso el café rebosa por el filtro atora la válvula de caída del café constantemente y derrama café por fuera
No es un buen producto",juan r.,Revisado en España el 30 de julio de 2023,NEU,NEG,NEG
penosa y el servicio SAT de cecotec peor aún,"1,0 de 5 estrellas","OJO CON CECOTEC! SE ME ESTROPEÓ a los 3 meses y se la llevaron para arreglarla. Pues, el SAT de cecotec me la rompió y me la mandó por 2 veces sin haberla reparado. tuve que poner una reclamación y después de muchos meses conseguí me mandaran una nueva, y no me han mandado factura. Me ha pasado lo mismo con la olla gm h deluxe. y , con esta aún espero solución . OJO!!!
Eso sí, no pagaría más de 24.95€ por ella.La cafetera se ve buena. La verdad es que en la foto parecía más robusta. Lo es, pero los botones suenan muy a plástico, pensaba eran táctiles (no lo son).
El café lo saca bueno (y eso que yo era de italiana). le hecho medida agua 6 y café para 10. (sale casi igual que la italiana).
Tengo una nespresso y prefiero esta.
Adjunto instrucciones botones, que leí no están completas. en cecotec me facilitaron pdf más completo",Esther,Revisado en España el 24 de abril de 2020,POS,NEG,NEG
Ha llegado usada,"1,0 de 5 estrellas",Compré el producto nuevo y ha llegado usado y sucio. Una vergüenza.,Javi Falcon,Revisado en España el 31 de diciembre de 2023,NEU,NEG,NEG
Estropeada a las pocas semanas de llegar,"1,0 de 5 estrellas","Los primeros días funcionó correctamente pero a las pocas semanas, la máquina dejó de dispersar el agua que se le había vertido en el tanque. Esto hace que la extracción del café no sea correcta. Al mismo tiempo pasó de tardar pocos minutos en servir el café a tardar 15-20 minutos. El display se ha llenado de burbujas de agua.",Alex,Revisado en España el 8 de marzo de 2023,NEU,NEG,NEG
Que el café este bueno.,"1,0 de 5 estrellas","El agua caliente sobre el ""café"", cae mucha cantidad en poco tiempo y tiene dos problemas
1 - el café esta muy aguado, esta sin sabor. (el cestillo con cantidad suficiente de café y no mucha agua)
2 - al entrar mucha agua, el café no filtra bien y por la parte superior del cestillo, agua ""limpia"" cae en la jarra.",Diego Martinez,Revisado en España el 12 de marzo de 2023,POS,NEG,NEG
No funciona después de 1 año,"1,0 de 5 estrellas","La cafetera dejó de funcionar un poco antes de cumplir el año de comprada, ya no succiona el agua del tanque, se ha verificado que no tenga residuos y que todo esté aparentemente bien pero no funcionó mas.",Ronald E.,Revisado en España el 11 de julio de 2023,NEU,NEG,NEG
"Bien mientras dure, después mal servicio postventa.","1,0 de 5 estrellas","Los primeros meses va bien, aunque se va degradando hasta que se estropea: la mayor parte del agua se evapora por las rendijas y apenas sale café, y entonces descubres el servicio postventa, aunque esté en garantía.

En la página web te cierran las reclamaciones sin contactar contigo; si consigues hablar por teléfono te piden que les envíes un vídeo de unos segundos máximo que luego rechazan porque en ese tiempo es imposible demostrar que no funciona bien.",Ismael,Revisado en España el 26 de octubre de 2022,NEU,NEG,NEG
Decepcionante,"1,0 de 5 estrellas",No funciona el modo poner en marcha a una hora en concreto. No te mantiene el café caliente tanto tiempo . El café lo hace demasiado aguado y se desperdicia mucho café. Buena marca pero mala cafetera,Cliente Amazon,Revisado en España el 16 de julio de 2023,NEU,NEG,NEG
Ha durado poco,"1,0 de 5 estrellas","Y cuidandola
Duró poco
Mala experiencia",Larm,Revisado en España el 7 de enero de 2024,NEU,NEG,NEG
Mala gestión por parte de Turaco,"1,0 de 5 estrellas","Compre una cafetera y pese a ser prime tardo 3 días pero bueno lo acepte, la cafetera vino bien y funcionaba perfecta y todo bien. Compre otra para un regalo y venía con partes rotas la caja rota el filtro no estaba. Intenté contactar con el vendedor y no recibí respuesta, volví a mandar otro mensaje y nada. Eso fue el 7 de abril.... Una gestión nefasta por lo que me he mestado en realizar una reseña para que sepáis que si os sale bien, perfecto pero como tengáis algún problema podéis quedaros esperando. Ahora realizaré la devolución y espero recibir el reembolso.",Ariel Lara Oliva,Revisado en España el 18 de abril de 2022,NEU,NEG,NEG
8 meses ha durado,"1,0 de 5 estrellas",Comprada en marzo y hoy la he llevado al punto limpio....8 meses y cafetera a la basura.,Pablo,Revisado en España el 8 de noviembre de 2023,NEU,NEG,NEG
Ha durado solo un año!,"1,0 de 5 estrellas","La cafetera está bien y hace su función, pero justo al cumplir el año ha dejado de funcionar.",Andrés,Revisado en España el 24 de octubre de 2023,NEU,NEG,NEG
problemas de filtrado,"1,0 de 5 estrellas","el cafe a veces contiene particulas de cafe, que mal",David Sanabria Abril,Revisado en España el 19 de diciembre de 2023,NEU,NEG,NEG
"Mala no, lo siguiente !!!","1,0 de 5 estrellas","Una estrella porque no puedo ponerle cero. Tras 6 meses de uso ha muerto.
Producto muy en la línea de Cecotec.
Malo, malo, malo, malísimo.
Si queréis tirar vuestro dinero, con esta cafetera no os vais a equivocar.",Fidel Orenga Abalos,Revisado en España el 15 de mayo de 2023,NEU,NEG,NEG
Nada de lo esperado,"1,0 de 5 estrellas","La cafetera, fabricada en China no es la de la imagen del anuncio. Ni siquiera es cecotec. Es chuna importada Por cecotec. Solo lleva en un etiqueta adhesiva la parte inferior (suelo de la cafetera. Es endeble, muy endeble el embellecedor se acero, y muy, muy liviano el plastico.
no lleva la marca cecotec al frente como en la foto. Me parece una tomadura de Pelo.",José C.,Revisado en España el 8 de octubre de 2022,NEU,NEG,NEG
No funciona como debería,"1,0 de 5 estrellas","Es el primer producto de cecotec que no me convence. Se cuela café en la jarra, si pones cafe para 12 tazas, se llega a colar en el depósito y acaba toda la cafetera sucia. Va bien con el tiempo hasta que haces varias veces 12 tazas con 12 cucharas rasas de café. Al final si la quieres usar tienes que poner la mitad de agua y café para que no sobresalga todo y acabe siendo un desastre. Para lavarla después un lío, no merece la pena tanto disgusto para una cafetera... debería funcionar mejor siendo tan simple de usar. Es el primer producto de esta marca que no recomiendo. La acabaremos cambiando por otra casi seguro.",Arturo Joaquín,Revisado en España el 4 de septiembre de 2021,NEU,NEG,NEG
Rebosa y estropeada,"1,0 de 5 estrellas","Se salta el esmalte donde apoya la jarra, rebosa el café del filtro, y ahora ha dejado de funcionar",Fuendlc,Revisado en España el 12 de septiembre de 2023,NEU,NEG,NEG
Después de un mes..ja no funcions,"1,0 de 5 estrellas",Muy mal resultado y no puedo ponerme en contacto para devolución,M.Àngels,Revisado en España el 2 de noviembre de 2023,NEU,NEG,NEG
El sistema antigoteo no funciona,"1,0 de 5 estrellas",Cuidado con el sistema antigoteo. No ha funcionado.,DSC,Revisado en España el 21 de noviembre de 2023,NEU,NEU,NEG
Funciona fatal..,"1,0 de 5 estrellas","La compré en junio de 2023, y estamos a marzo 2024, y ya no funciona. Hay que darle hasta cuatro veces para que se haga el café... Mal producto, muy malo...",Carmen Fernandez Bonilla,Revisado en España el 29 de junio de 2023,NEU,NEG,NEG
Salen posos,"2,0 de 5 estrellas",La cafetera es bastante mala. Siempre sale el café con posos y es de lo más incomodo tener que estar colando el café todos los días. No se usa filtro solo el que trae la cafetera de plástico. No la recomiendo.,Aida,Revisado en España el 20 de julio de 2024,NEU,NEG,NEG
Decepcionante,"2,0 de 5 estrellas","Hemos tenido otra cafetera de goteo y está es bastante mala. Si le pones un poco de más del café recomendado en las instrucciones, se sale del filtro, dejándote un dedo de posos en la jarra y si pones la cantidad que te recomienda, si te gusta más o menos el café, te sale un café ""aguarrichi"" . Solo una una opción de café si la quieres programar. La opción Fuerte es para cafés al instante. Aunque no hay mucha diferencia entre las opciones
Compramos está un poco por las opiniones de la gente. Y nos ha decepcionado . La hemos devuelto.",Sirlix,Revisado en España el 18 de abril de 2024,NEU,NEG,NEG
Una cafetera importada de China (de las que nadie les quería comprar),"2,0 de 5 estrellas","Una desastrosa compra. Como otro electrodoméstico Cecotec que tb adquirí en Amazon, se rompió pasadas unas semanas. Por el precio que pagué, quise ahorrarme el trabajo de tramitar una devolución. El contenedor del agua perdió estanqueidad, primero se fugaban unas gotas, cuando la tiré ya perdía medio depósito en cada uso. La resistencia era muy potente, y calentaba con rapidez. Sobre el papel las especificaciones eran buenas, pero la fabricación de la cafetera, una vergüenza para la Humanidad. Repito que no reclamé ni hice uso de la garantía; me pareció más rápido comprar otra cafetera en un comercio, e informar a mis conocidos sobre la penosa calidad de Cecotec como marca. La reputación se crea en el boca-oreja, y esta marca suena ya a fracaso. No fracases como yo.",J.G.Vía,Revisado en España el 11 de marzo de 2024,NEU,NEG,NEG
Dos estrellas por los dos años que ha durado,"2,0 de 5 estrellas","Mala calidad de componentes se ha roto el tubo metálico por el que calienta por varios sitios, el plato base malísimo se estropeó enseguida, la tapa cerraba regular, no creo que esté hecha para durar más de dos años y gracias. No suelo escribir reseñas pero es que este producto para mí, es de muy baja calidad.",DAVID,Revisado en España el 2 de abril de 2024,NEG,NEG,NEG
"Hora programable, va bien pero a 20 meses - conducto agua perforado. Arreglo por garantia","2,0 de 5 estrellas","NOTA noviembre 2021: Buen aparato mientras funciona. A la cuarta o quinta vez de descalcificar, se ""comió"" el conducto-resistencia del agua: perforado y ""kaputt"". Además la placa de mantener la jarra caliente, tb casi perforada por oxidación (la foto es de 18 meses después, ya totalmente picada). Positivo: el servicio de CECOTEC realizó reparación del conducto-resistencia por garantía, si bien no cambiaron la placa de calentamiento. Tardaron casi tres semanas entre envio y tener el aparato devuelto - pero cumplieron y es de agradecer. Aunque ya se q a otros 18 meses de uso, se volverá a romper la resistencia y entonces, ""adios garantía"".
------
Soy adicto al café americano y esta máquina es ideal. Calidad correspondiente a su precio, gran capacidad de casi 1,5 litros. En lo demás, una cafetera de goteo normal con la ventaja de poder programar la hora: cuando me levanto, el café ya está recien hecho. La seleccion de intensidad de sabor, no acabo de entender que hace o como funciona ( .... a falta de explicación alguna en el manual). La placa electrica mantiene el cafe hecho caliente durante 45 minutos pero a medio año ya empieza a oxidarse. La jarra es de buena calidad.

Negativos: el ""manual"" es poco mas que una lista de funciones, sin descripción sobre cómo manejarlas (algo típico en Cecotec, por cierto). El conjunto de la cafetera es relativamente grande, echo de menos tacos de goma para no resbalar sobre superficies lisas. La ""auto-limpieza"" consiste en que a cada 60 operaciones, aparece una luz verde que indica ni mas ni menos que .... ¡tienes que hacer la limpieza tu mismo, pasando manualmente un liquido decalcificador de toda la vida! ... y no aguantó este proceso mas de 4-5 veces, perforando el conducto de manera irreparable. Ver al principio del comentario.

OTRO CONTRAPUNTO IMPORTANTE a medio año de uso: la placa metálica que mantiene el café caliente durante 45 minutos se está oxidando a ritmo forzado. Problema típico de cafeteras de baja calidad, y no hay remedio ni recambio. Cuando se perfore del todo, habrá q tirar la máquina. Le doy un año más para ello, a lo sumo. NOTA noviembre 2021: profecía cumplida :((",Klaus Ehrlich,Revisado en España el 13 de junio de 2020,POS,NEU,NEG
"No mantiene el café caliente en la jarra, y escurría agua desde la base.","2,0 de 5 estrellas","Si bien el café tiene aroma y sabor de buena calidad, es una decepción que el café dure caliente durante 15 minutos. Después de ello, aunque tiene la opción de mantener la base de la jarra caliente durante otros 30 o 40 minutos, la potencia es baja y el café no pasa de tibio. Adicionalmente, la que me llegó estaba defectuosa y debajo de la cafetera se formaba un charco de agua. La compré porque es el Amazon's Choice de cafeteras en su rango, y es una ventaja que venga con dos filtros lavables, pero que mantenga el café caliente es un requisito esencial que no cumple.",Ingrid,Revisado en España el 5 de diciembre de 2023,NEG,NEG,NEG
"No se ve nada en el interior, y es para zurdos","2,0 de 5 estrellas","Como digo en el título, no se ve nada en el interior (NADA), al abrir la tapa. Es completamente negro (todo), lo cual resulta absurdo si lo que se pretende es ofrecer comodidad a los usuarios. Resulta complicado echar el agua porque, además, la apertura más grande está en el lado izquierdo, cuando la marca de la medida del agua está al derecho. Con lo que, es ideal para zurdos, pero incomodísimo para diestros. No digo nada ya si se trata de personas mayores o con algún problema de movilidad, (mi padre, pudiendo usar otras cafeteras no puede usar ésta).",Soylaquetedigo,Revisado en España el 24 de octubre de 2023,POS,NEG,NEG
